subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s018,2,37,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.56,0.4,0.16,0.32,0.16,0.24,0.24,0.0,0.08,0.08,0.0,0.24,0.24,0.0,0.08,0.0,-0.08,0.16,0.24,0.08,0.16
s018,2,38,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.16,0.4,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.32,0.16,0.0
s018,2,39,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.24,0.08,0.08
s018,2,40,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.32,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.32,0.24,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.08
s018,2,41,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.08,-0.08,0.16,0.32,0.16,0.0
s018,2,42,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.16,0.08,0.16,0.4,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.08
s018,2,43,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.24,0.08,-0.16,0.24,0.32,0.08,0.08
s018,2,44,0.16,0.4,0.24,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.48,0.4,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.08
s018,2,45,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.16,0.16,0.08,0.32,0.24,0.24,0.24,0.0,0.08,0.24,0.16,0.0,0.08,0.08,0.24,0.08,-0.16,0.16,0.4,0.24,0.08
s018,2,46,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.56,0.48,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.16,0.08,0.16
s018,2,47,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.88,0.8,0.08,0.4,0.32,0.08,0.24,0.16,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.0,-0.08,0.16,0.32,0.16,0.08
s018,2,48,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.48,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,2,49,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.24,0.24,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.16
s018,2,50,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.24,0.24,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08
s018,3,1,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.8,0.72,0.08,0.72,0.64,0.08,0.24,0.16,0.0,0.32,0.32,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.16,0.08,0.16
s018,3,2,0.0,0.08,0.08,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.0
s018,3,3,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,1.12,1.04,0.08,0.32,0.24,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.24,0.16,0.08
s018,3,4,0.0,0.08,0.08,0.08,0.24,0.16,0.0,0.0,0.0,0.16,0.24,0.08,0.16,0.4,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.24,0.16,-0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.16
s018,3,5,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.24,0.08,0.08,0.0,-0.08,0.16,0.24,0.08,0.08
s018,3,6,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.0,-0.08,0.08,0.32,0.24,0.0
s018,3,7,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.0,0.48,0.48,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,3,8,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.64,0.56,0.16,0.72,0.56,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.24,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.08
s018,3,9,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.16,0.48,0.32,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.08
s018,3,10,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.0,0.24,0.24,0.08,0.4,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08
s018,3,11,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.16,0.08,0.08,0.0,-0.08,0.08,0.24,0.16,0.08
s018,3,12,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.32,0.16,0.16,0.32,0.16,0.24,0.24,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.08,-0.08,0.16,0.48,0.32,0.08
s018,3,13,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.32,0.24,0.16,0.4,0.24,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.0
s018,3,14,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.8,0.72,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,3,15,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.48,0.32,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.16,0.24,0.08,0.08
s018,3,16,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.56,0.48,0.16,0.4,0.24,0.0,0.24,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.16
s018,3,17,0.08,0.08,0.0,0.16,0.48,0.32,0.08,1.28,1.2,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.0,-0.16,0.16,0.56,0.4,0.0
s018,3,18,0.08,0.24,0.16,0.0,0.08,0.08,0.0,0.0,0.0,0.16,0.32,0.16,0.16,0.48,0.32,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08
s018,3,19,0.08,0.24,0.16,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08
s018,3,20,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.08,0.08,0.08,0.24,0.16,0.16,0.32,0.16,0.0,0.48,0.48,0.08,0.24,0.16,0.0,0.0,0.0,0.24,0.08,-0.16,0.16,0.32,0.16,0.08
s018,3,21,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.16,0.96,0.8,0.16,0.4,0.24,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.16
s018,3,22,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.24,0.4,0.16,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.0
s018,3,23,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.0,0.24,0.24,0.08,0.32,0.24,0.08,0.24,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.48,0.32,0.08
s018,3,24,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.56,0.48,0.16,0.32,0.16,0.16,0.08,-0.08,0.08,0.24,0.16,0.08
s018,3,25,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,3,26,0.08,0.48,0.4,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.56,0.56,0.16,0.48,0.32,0.0,0.16,0.16,0.08,0.32,0.24,0.08,0.08,0.0,0.24,0.16,-0.08,0.08,0.24,0.16,0.08
s018,3,27,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.08,0.24,0.16,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.0,-0.16,0.16,0.4,0.24,0.0
s018,3,28,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.24,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.16
s018,3,29,0.0,0.24,0.24,0.08,0.4,0.32,0.0,0.16,0.16,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.0
s018,3,30,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.08,0.24,0.16,0.16,0.56,0.4,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.16,0.08,-0.08,0.08,0.24,0.16,0.08
s018,3,31,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.0,-0.08,0.16,0.4,0.24,0.16
s018,3,32,0.0,0.24,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.0,0.8,0.8,0.08,0.56,0.48,0.08,0.48,0.4,0.16,0.24,0.08,0.16,0.16,0.0,0.24,0.08,-0.16,0.16,0.32,0.16,0.0
s018,3,33,0.16,0.56,0.4,0.16,0.32,0.16,0.08,1.28,1.2,0.08,0.32,0.24,0.16,0.8,0.64,0.08,0.16,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.0,-0.08,0.16,0.48,0.32,0.0
s018,3,34,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.08
s018,3,35,0.16,0.16,0.0,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.4,0.24,0.08,0.48,0.4,0.08,0.24,0.16,0.0,0.16,0.16,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.24,0.08,0.08
s018,3,36,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.08,-0.08,0.16,0.32,0.16,0.16,0.32,0.16,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08
s018,3,37,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.16,0.4,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16
s018,3,38,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,3,39,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.4,0.24,0.08
s018,3,40,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.4,0.24,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.24,0.08,0.16,0.08,-0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.0
s018,3,41,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.24,0.56,0.32,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.16
s018,3,42,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.64,0.56,0.08,0.32,0.24,0.16,0.24,0.08,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.16,0.24,0.08,0.08
s018,3,43,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.56,0.48,0.08,0.16,0.08,0.08
s018,3,44,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.32,0.32,0.08,0.32,0.24,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.24,0.08,-0.16,0.16,0.24,0.08,0.16
s018,3,45,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.48,0.32,0.08,0.32,0.24,0.16,0.32,0.16,0.0,0.24,0.24,0.16,0.16,0.0,0.08,0.0,-0.08,0.16,0.24,0.08,0.08
s018,3,46,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08
s018,3,47,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.32,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.16,0.08,-0.08,0.16,0.24,0.08,0.16
s018,3,48,0.08,0.08,0.0,0.16,0.24,0.08,0.0,0.0,0.0,0.16,0.24,0.08,0.08,0.24,0.16,0.16,0.32,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.32,0.24,0.08
s018,3,49,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.08,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.08
s018,3,50,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.32,0.24,0.0,0.32,0.32,0.08,0.16,0.08,0.16,0.32,0.16,0.16,0.32,0.16,0.08,0.08,0.0,0.08,0.16,0.08,0.08
s018,4,1,0.08,0.24,0.16,0.0,0.08,0.08,0.0,0.0,0.0,0.08,0.48,0.4,0.08,0.32,0.24,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.16,0.32,0.16,0.08
s018,4,2,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.0,-0.08,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.16,0.0,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.0
s018,4,3,0.08,0.08,0.0,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.0
s018,4,4,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.0,0.32,0.32,0.16,0.4,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.0
s018,4,5,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.24,0.16,0.08,0.48,0.4,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,4,6,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08,0.4,0.32,0.0,0.24,0.24,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.08
s018,4,7,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.24,0.08,0.0,0.16,0.16,0.08,0.08,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.0
s018,4,8,0.08,0.24,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.08,0.24,0.16,0.08
s018,4,9,0.16,0.16,0.0,0.16,0.24,0.08,0.0,0.08,0.08,0.08,0.4,0.32,0.08,0.4,0.32,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.0,-0.08,0.08,0.4,0.32,0.08
s018,4,10,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.48,0.4,0.0
s018,4,11,0.08,0.16,0.08,0.0,0.08,0.08,0.0,0.08,0.08,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.24,0.08,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.0,-0.08,0.16,0.56,0.4,0.0
s018,4,12,0.0,0.16,0.16,0.08,0.08,0.0,0.0,0.08,0.08,0.08,0.24,0.16,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.32,0.24,0.08
s018,4,13,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.16,0.08,-0.08,0.16,0.08,-0.08,0.08,0.48,0.4,0.08
s018,4,14,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.08,0.0,0.0,0.16,0.16,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,4,15,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.24,0.16,0.16,0.72,0.56,0.0,0.16,0.16,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.08
s018,4,16,0.0,0.08,0.08,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.32,0.16,0.0,0.32,0.32,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.16,0.24,0.08,0.08
s018,4,17,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.08,0.48,0.4,0.16,2.96,2.8,0.16,0.32,0.16,0.16,0.16,0.0,0.24,0.24,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.08
s018,4,18,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.24,0.24,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.08
s018,4,19,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.4,0.32,0.16,0.32,0.16,0.08,0.48,0.4,0.0,0.16,0.16,0.08,0.16,0.08,0.0,0.08,0.08,0.16,0.8,0.64,0.08,0.32,0.24,0.08
s018,4,20,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.24,0.08,0.16,0.4,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.48,0.4,0.08
s018,4,21,0.08,0.08,0.0,0.16,0.16,0.0,0.16,0.08,-0.08,0.08,0.24,0.16,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.24,0.16,0.08,0.08,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.16
s018,4,22,0.0,0.08,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.08,0.24,0.16,0.08
s018,4,23,0.08,0.08,0.0,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.32,0.32,0.0,0.64,0.64,0.08,0.16,0.08,0.0,0.08,0.08,0.08,0.08,0.0,0.24,0.08,-0.16,0.16,0.32,0.16,0.0
s018,4,24,0.08,0.16,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.4,0.24,0.08,0.4,0.32,0.08,0.4,0.32,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.0,-0.16,0.16,0.4,0.24,0.08
s018,4,25,0.08,0.32,0.24,0.16,0.56,0.4,0.16,0.48,0.32,0.16,0.4,0.24,0.16,0.48,0.32,0.24,0.32,0.08,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.0,-0.08,0.24,0.4,0.16,0.0
s018,4,26,0.16,0.32,0.16,0.08,0.16,0.08,0.08,0.4,0.32,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.16,0.08,0.16,0.24,0.08,0.0,0.08,0.08,0.24,0.08,-0.16,0.16,0.32,0.16,0.08
s018,4,27,0.08,0.48,0.4,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.16,0.4,0.24,0.16,0.16,0.0,0.08,0.24,0.16,0.08,0.08,0.0,0.08,0.0,-0.08,0.16,0.32,0.16,0.0
s018,4,28,0.08,0.16,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.08,0.32,0.24,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.72,0.56,0.16
s018,4,29,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.72,0.64,0.0,0.16,0.16,0.16,0.4,0.24,0.08,0.24,0.16,0.0,0.32,0.32,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.4,0.32,0.16
s018,4,30,0.0,0.08,0.08,0.08,0.32,0.24,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.32,0.24,0.16,0.16,0.0,0.16,0.24,0.08,0.16,0.16,0.0,0.08,0.0,-0.08,0.08,0.24,0.16,0.16
s018,4,31,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.4,0.32,0.08,0.16,0.08,0.16,0.16,0.0,0.16,0.16,0.0,0.16,0.0,-0.16,0.24,0.4,0.16,0.0
s018,4,32,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.08,0.0,0.16,0.32,0.16,0.08,0.4,0.32,0.0,0.48,0.48,0.16,0.16,0.0,0.16,0.24,0.08,0.08,0.0,-0.08,0.16,0.4,0.24,0.16
s018,4,33,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.16,0.08,0.08,0.48,0.4,0.0,0.64,0.64,0.16,0.24,0.08,0.08,0.08,0.0,0.24,0.24,0.0,0.08,0.08,0.0,0.08,0.4,0.32,0.08
s018,4,34,0.0,0.16,0.16,0.0,0.08,0.08,0.08,0.16,0.08,0.0,0.24,0.24,0.08,0.56,0.48,0.16,0.48,0.32,0.08,0.24,0.16,0.16,0.24,0.08,0.08,0.0,-0.08,0.24,0.48,0.24,0.08
s018,4,35,0.16,0.24,0.08,0.08,0.08,0.0,0.08,0.24,0.16,0.08,0.24,0.16,0.16,0.4,0.24,0.08,0.56,0.48,0.0,0.24,0.24,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.32,0.16,0.0
s018,4,36,0.0,0.08,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.24,0.16,0.16,0.32,0.16,0.16,0.24,0.08,0.08,0.16,0.08,0.0,0.0,0.0,0.16,0.08,-0.08,0.16,0.32,0.16,0.08
s018,4,37,0.08,0.08,0.0,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.16,0.08,0.16,0.4,0.24,0.16,0.24,0.08,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.08,0.32,0.24,0.0
s018,4,38,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.16,0.0,0.0,0.8,0.8,0.08,0.64,0.56,0.08,0.32,0.24,0.08,0.16,0.08,0.16,0.16,0.0,0.08,0.08,0.0,0.08,0.24,0.16,0.08
s018,4,39,0.16,0.16,0.0,0.08,0.08,0.0,0.16,0.4,0.24,0.08,0.24,0.16,0.08,0.4,0.32,0.16,0.24,0.08,0.16,0.24,0.08,0.08,0.08,0.0,0.16,0.0,-0.16,0.16,0.32,0.16,0.08
s018,4,40,0.08,0.16,0.08,0.08,0.08,0.0,0.08,0.32,0.24,0.0,0.24,0.24,0.08,0.32,0.24,0.08,0.24,0.16,0.08,0.16,0.08,0.08,0.08,0.0,0.16,0.08,-0.08,0.16,0.48,0.32,0.08
